DATE,Volume BTC,Miners Revenue
5/24/2012,173979.9983,35423.348
5/25/2012,103589.3168,29967.85
5/26/2012,108596.3918,34838.134
5/27/2012,95369.82272,42290.82
5/28/2012,121688.8806,35707.2
5/29/2012,314474.6789,35173.31202
5/30/2012,184107.1481,31117.76
5/31/2012,199788.7369,37954.47
06-01-2012,248544.5508,39867.55
06-02-2012,115503.9089,41223.711
06-03-2012,65399.83094,41669.7839
06-04-2012,206747.0341,40000.473
06-05-2012,512115.5095,37559.5
06-06-2012,152083.6535,46292.61
06-07-2012,290691.9252,34943.28
06-08-2012,318157.8107,41974.56
06-09-2012,164232.1965,47720.31628
06-10-2012,195814.1463,47904.88
06-11-2012,208158.7307,42810.874
06-12-2012,432563.4298,39968.4
6/13/2012,354203.3934,48484.6
6/14/2012,229663.6225,43643.25
6/15/2012,312361.6534,49227.525
6/16/2012,649100.0952,52989.97
6/17/2012,162965.593,53376.13826
6/18/2012,419938.0251,50932.5168
6/19/2012,307427.0329,59619.61044
6/20/2012,344185.598,45359.58179
6/21/2012,406421.8574,41656.8
6/22/2012,399950.8889,48134.50998
6/23/2012,159049.3713,53969.7813
6/24/2012,210829.487,46245.964
6/25/2012,359578.5932,49432.72336
6/26/2012,353169.2342,47862.9366
6/27/2012,228544.0393,53211.39935
6/28/2012,333193.5698,45122.25102
6/29/2012,180993.1373,46707.282
6/30/2012,155703.3111,47614.002
07-01-2012,156167.1319,46255.54
07-02-2012,164969.8041,54425.25
07-03-2012,477182.2442,49161.255
07-04-2012,250947.4187,52151.1
07-05-2012,270718.7219,46462.51
07-06-2012,242774.8014,51599.66238
07-07-2012,198336.5653,57678.75
07-08-2012,291591.9846,52981.44
07-09-2012,227316.5827,56995.44
07-10-2012,588869.6411,54813.708
07-11-2012,375530.2233,49833.819
07-12-2012,251974.9943,55383.12
7/13/2012,748966.0561,63689.8
7/14/2012,174250.0853,57405.40206
7/15/2012,145251.8243,57105.71682
7/16/2012,608643.1242,61519.3479
7/17/2012,2217552.053,84176.3
7/18/2012,1061472.884,71197.34925
7/19/2012,433033.3044,66501.1047
7/20/2012,1453495.009,64450.179
7/21/2012,1350688.654,73021.6
7/22/2012,300378.076,62685
7/23/2012,1236244.412,69211.6
7/24/2012,398218.9395,72280.32
7/25/2012,350256.9335,67660.3957
7/26/2012,593481.5361,79370.2
7/27/2012,237103.6034,75314.25
7/28/2012,194334.796,76083.6
7/29/2012,90202.60014,64596.363
7/30/2012,405296.1211,84829.65
7/31/2012,695638.6957,62955.36
08-01-2012,550479.3244,67447.8
08-02-2012,528962.9196,75646.2
08-03-2012,1553677.205,96366.6396
08-04-2012,614373.1204,85021.2
08-05-2012,575889.6032,81373.5106
08-06-2012,709410.2025,79850.80064
08-07-2012,470601.0861,82468.8
08-08-2012,461723.2775,95354.71448
08-09-2012,915898.3725,95616
08-10-2012,892905.8015,95642
08-11-2012,367448.1805,91820.41596
08-12-2012,289226.2086,99614.255
8/13/2012,389537.2156,91102.17325
8/14/2012,743549.8127,99513.54677
8/15/2012,661329.7594,108683.26
8/16/2012,1506129.011,107020.0811
8/17/2012,1444851.129,110572
8/18/2012,3208627.497,113230.2388
8/19/2012,1976252.3,95016
8/20/2012,2746175.556,99519
8/21/2012,730786.4691,93451.80927
8/22/2012,704257.3145,76683.24
8/23/2012,641114.6952,84777.75
8/24/2012,471155.052,80134.5
8/25/2012,471155.052,67352.75
8/26/2012,339698.6472,93681.96486
8/27/2012,1638081.553,90869.77521
8/28/2012,866531.5979,85617.0061
8/29/2012,689356.9251,93311.95676
8/30/2012,423186.0596,86697.599
8/31/2012,392090.0914,77823.4338
09-01-2012,601947.7815,85214.76
09-02-2012,199716.4177,78269.31319
09-03-2012,273077.8176,94878
09-04-2012,356674.5596,68115.562
09-05-2012,282718.7078,95474.392
09-06-2012,958222.0826,104193.76
09-07-2012,526861.5283,97297.22
09-08-2012,339342.7829,78727.83
09-09-2012,182659.2741,85465.8896
09-10-2012,407288.7047,80359.194
09-11-2012,419908.0042,88757.30529
09-12-2012,909612.2863,80482.9597
9/13/2012,332370.4715,82870.73
9/14/2012,472220.1332,95421.75
9/15/2012,251851.8288,84551.634
9/16/2012,377179.017,90092.86
9/17/2012,268742.5366,105437.475
9/18/2012,380144.8737,101181.21
9/19/2012,583585.7951,90438.92
9/20/2012,382997.5767,93500.6842
9/21/2012,544746.5806,102810.1118
9/22/2012,215428.5683,107199.0295
9/23/2012,446867.4408,91632.1285
9/24/2012,305509.0555,96263.33376
9/25/2012,311960.8654,91314.61503
9/26/2012,270621.5745,88023.04
9/27/2012,274687.2542,89300.82
9/28/2012,323116.9474,102750.108
9/29/2012,258006.81,105090.86
9/30/2012,106842.1181,94959.62388
10-01-2012,235193.5658,92546.615
10-02-2012,600613.7532,87906
10-03-2012,439467.3006,89306.0077
10-04-2012,420087.957,89390.9271
10-05-2012,518737.5278,88682.73
10-06-2012,239066.3942,91886.62877
10-07-2012,801645.4796,87540.7137
10-08-2012,1197548.758,100614.32
10-09-2012,641399.259,89833.9
10-10-2012,335935.7236,90784.8
10-11-2012,281366.8266,84415.75
10-12-2012,247404.6489,91951.2
10/13/2012,174942.482,88891.388
10/14/2012,158414.6511,82992
10/15/2012,381814.9381,94664.07
10/16/2012,273315.2557,91423.75
10/17/2012,509839.9098,85320.84
10/18/2012,265629.14,92905.12464
10/19/2012,303574.5012,95341.089
10/20/2012,279328.4676,81954.6
10/21/2012,119816.0206,93451.873
10/22/2012,363254.8376,98294.63
10/23/2012,554136.5743,82488
10/24/2012,554812.7506,92456.04
10/25/2012,767514.0565,81009.78
10/26/2012,1097740.375,89531.63208
10/27/2012,760130.1149,96606.49179
10/28/2012,171520.1075,89781.82
10/29/2012,475257.6128,86669.25
10/30/2012,262587.5738,81082.05
10/31/2012,388650.3829,77679.22
11-01-2012,362027.4448,76381.388
11-02-2012,579616.6063,81552.67725
11-03-2012,173907.5999,76008.9549
11-04-2012,124956.2593,85632.24
11-05-2012,290173.5622,83657.5
11-06-2012,255683.3183,74291.37534
11-07-2012,371817.8938,88371.10037
11-08-2012,292598.6572,90192.6333
11-09-2012,201205.421,80478.9
11-10-2012,155136.1103,87902.05879
11-11-2012,122909.4305,72383.363
11-12-2012,446622.7884,79020.24
11/13/2012,183274.8953,75877.522
11/14/2012,153309.8565,79803.1
11/15/2012,309778.4123,75897.506
11/16/2012,800300.4831,83567.6
11/17/2012,273967.3635,83508.6
11/18/2012,185891.6868,94360.2
11/19/2012,251963.0138,72888.47646
11/20/2012,339193.4192,94459.52
11/21/2012,238923.4526,91113.888
11/22/2012,632633.3113,90540.44
11/23/2012,296374.4263,90403.39
11/24/2012,273890.9239,100800.5176
11/25/2012,311167.1739,89170.2
11/26/2012,279963.6629,100921.0155
11/27/2012,560148.265,96217.79321
11/28/2012,389726.8031,98872.33928
11/29/2012,327242.5497,52348.845
11/30/2012,331048.9715,41061.9
12-01-2012,209191.9912,51119.06562
12-02-2012,172804.675,48057.2
12-03-2012,318586.5801,47774.50968
12-04-2012,453902.3318,36293.93325
12-05-2012,767885.2937,40851
12-06-2012,421549.6677,49361.8128
12-07-2012,641634.9755,42750
12-08-2012,229543.8261,46070
12-09-2012,365629.4044,44297.22
12-10-2012,332645.709,48536.1
12-11-2012,371502.9356,49854.16345
12-12-2012,371502.9356,44357.24748
12/13/2012,481292.8009,47499.22138
12/14/2012,593435.3967,36587.93208
12/15/2012,623933.4358,40986.0672
12/16/2012,271442.2484,39657.22296
12/17/2012,1052793.851,42950.636
12/18/2012,382479.8553,42702.613
12/19/2012,358371.292,48423.986
12/20/2012,576443.6715,37455.6
12/21/2012,392136.4522,41761.35
12/22/2012,255538.4505,49453.93722
12/23/2012,302820.6203,46956.40654
12/24/2012,217806.8098,43107.25
12/25/2012,205264.9155,41641.2
12/26/2012,150826.7466,48624.6081
12/27/2012,261103.3005,54688.2
12/28/2012,295265.0316,60578.2562
12/29/2012,461475.7534,46204.6
12/30/2012,91013.43537,54754.8693
12/31/2012,245873.5891,57431.34
01-01-2013,385760.191,55912.003
01-02-2013,185387.3591,52648.6
01-03-2013,289720.3244,54327.24
01-04-2013,324014.7323,48118.33062
01-05-2013,330088.301,50872.74
01-06-2013,221086.8729,48532.07413
01-07-2013,236739.7885,56968.815
01-08-2013,642299.332,50189.07
01-09-2013,413792.0283,46955.97234
01-10-2013,590919.726,54444.64
01-11-2013,525216.2705,43886.66931
01-12-2013,635707.8366,43236.51987
1/13/2013,485825.8492,44161.158
1/14/2013,321845.7602,55555.5
1/15/2013,729209.7322,46463.07891
1/16/2013,571175.7029,45756.235
1/17/2013,817603.1721,47878.29
1/18/2013,1083797.531,50576.54
1/19/2013,724143.9741,56844.82752
1/20/2013,436124.6306,52961.37
1/21/2013,937247.6551,62486.4
1/22/2013,1000932.631,56798.11
1/23/2013,930942.435,59714.3155
1/24/2013,1933937.438,71808.94258
1/25/2013,2793933.844,66204.322
1/26/2013,620998.9562,66917.94948
1/27/2013,586354.5083,69245.96153
1/28/2013,709883.6146,69039.9
1/29/2013,1886961.876,81180
1/30/2013,985244.2329,72180.8
1/31/2013,1882737.746,102692.56
02-01-2013,1100175.275,82516.2
02-02-2013,1940971.188,86066.9
02-03-2013,689759.2937,86793.96
02-04-2013,933639.8578,93609.35
02-05-2013,775701.4557,90270.18
02-06-2013,1122279.702,82839.5337
02-07-2013,1206092.742,82951.75
02-08-2013,1206092.742,85343.95
02-09-2013,891576.9858,81551.59677
02-10-2013,1258169.452,97835.20494
02-11-2013,751784.8686,97362.692
02-12-2013,1437994.433,93364.60131
2/13/2013,2220697.252,103773.5602
2/14/2013,3899267.073,110076.7871
2/15/2013,1942356.961,120226.4579
2/16/2013,764706.2052,129340.89
2/17/2013,1537991.915,120333.4017
2/18/2013,1154477.325,108978.8016
2/19/2013,2571787.894,120917.958
2/20/2013,1461527.953,130369.2316
2/21/2013,1001237.395,148166.1966
2/22/2013,1711160.768,126106.981
2/23/2013,2413130.022,120018.638
2/24/2013,764548.4942,125614.5544
2/25/2013,867820.9097,149404.7994
2/26/2013,1311639.592,122502.291
2/27/2013,895089.2158,160997.0799
2/28/2013,3268705.12,145256.0434
03-01-2013,2266380.423,140244.3978
03-02-2013,1600542.14,130023.7632
03-03-2013,387798.6561,130978.3689
03-04-2013,1487782.646,160957.8
03-05-2013,3211122.927,152192.04
03-06-2013,5075535.417,195225
03-07-2013,7412289.29,168186.1462
03-08-2013,7490189.548,159240.9
03-09-2013,2242168.318,197341.6937
03-10-2013,1373787.192,218038.5
03-11-2013,2204674.396,224663.0282
03-12-2013,7709790.448,135053.13
3/13/2013,2811125.16,183128.3609
3/14/2013,1958836.301,221251.1652
3/15/2013,862012.7766,203742.2156
3/16/2013,933449.0692,209027.07
3/17/2013,674530.1749,242238.3414
3/18/2013,902913.047,214949.15
3/19/2013,8356380.371,287529.28
3/20/2013,5289891.839,298596.136
3/21/2013,7188542.118,414829.8
3/22/2013,4745058.656,406763.5
3/23/2013,10134180.33,334656
3/24/2013,3429027.037,382956.3
3/25/2013,5786993.344,254691.8671
3/26/2013,4670702.296,307554
3/27/2013,6389386.81,285191.2
3/28/2013,5920328.803,422922.8852
3/29/2013,13835892.23,411945.3
3/30/2013,4521524.954,381744.9581
3/31/2013,1725894.65,368057.5398
04-01-2013,7892510.744,564112.585
04-02-2013,8000595.471,481891.36
04-03-2013,17880111.12,627608.38
04-04-2013,16606910.66,538423.8802
04-05-2013,9283812.07,525157.6
04-06-2013,4643979.476,604475.0313
04-07-2013,8255439.5,656408.77
04-08-2013,18309092.08,786232
04-09-2013,25430811.28,1009791.57
04-10-2013,19372605.45,924462
04-11-2013,29346237.84,513594.8788
04-12-2013,31760658.93,335017.44
4/13/2013,34970447.03,440080.4598
4/14/2013,25602974.77,375375
4/15/2013,25602974.77,370916
4/16/2013,25602974.77,420602
4/17/2013,27350449.77,362002.3577
4/18/2013,14647188.45,400475
4/19/2013,38613495.91,380032.74
4/20/2013,6680545.512,454813.92
4/21/2013,12799768.49,547875
4/22/2013,10898151.5,505793.925
4/23/2013,12551729.74,546637.3368
4/24/2013,33655839.34,682353.6463
4/25/2013,16725092.08,608258.0403
4/26/2013,32935614.49,589864.35
4/27/2013,6037557.542,514176.0402
4/28/2013,6094606.386,572109.8879
4/29/2013,9777728.436,645240.0912
4/30/2013,7055592.914,525692.911
05-01-2013,12473986.8,442507.288
05-02-2013,30499232.36,383775.1097
05-03-2013,24562503.67,346890.6
05-04-2013,15874162.44,435864.2627
05-05-2013,10847146.7,458356.3589
05-06-2013,12440874.37,498918.7088
05-07-2013,17186242.95,474770.45
05-08-2013,9983220.032,469929.8412
05-09-2013,6429884.361,462130.5757
05-10-2013,8813667.157,498374.8
05-11-2013,3080022.315,512145.2
05-12-2013,2987755.491,515468.88
5/13/2013,2818145.998,535813.5888
5/14/2013,3016444.632,443751
5/15/2013,19896442.95,428204.1028
5/16/2013,4649132.307,423762.2637
5/17/2013,9881054.599,512027.37
5/18/2013,4669566.863,459607.3143
5/19/2013,2250100.794,471151.0418
5/20/2013,1983151.43,429152.385
5/21/2013,1779133.885,461457.5
5/22/2013,2099132.003,515701.2
5/23/2013,2969063.307,512482.26
5/24/2013,4850475.801,537966.5
5/25/2013,3838889.338,577864.95
5/26/2013,3067074.383,543560.6256
5/27/2013,2246642.665,576455.5396
5/28/2013,6738126.223,526629.384
5/29/2013,1618565.514,552544.7249
5/30/2013,2792371.232,559483.4462
5/31/2013,2835243.234,598246.7026
06-01-2013,1577293.262,644576.0561
06-02-2013,11628005.84,620381.4719
06-03-2013,3461730.311,632880.1055
06-04-2013,2955801.576,640691.0718
06-05-2013,1779222.864,625490.061
06-06-2013,1887393.326,542260.0801
06-07-2013,7662141.61,448349.2157
06-08-2013,2521636.935,457611
06-09-2013,12718662.33,414659.065
06-10-2013,8842004.389,475927.2243
06-11-2013,1603831.417,480276
06-12-2013,2009336.532,545461.0164
6/13/2013,1087043.749,530067
6/14/2013,5432334.346,433800
6/15/2013,2183767.4,452440.8013
6/16/2013,1265613.595,470400
6/17/2013,1345147.558,390540.4409
6/18/2013,5609934.23,395839.5031
6/19/2013,2853373.546,340866.435
6/20/2013,4122616.93,415632.64
6/21/2013,4817673.758,486180
6/22/2013,938452.8359,473996.05
6/23/2013,1154882.481,478116.4716
6/24/2013,2653919.497,368313.3283
6/25/2013,9346237.418,388045.8044
6/26/2013,1912907.614,497284.111
6/27/2013,963621.0097,429970.6118
6/28/2013,3870268.176,410408.7601
6/29/2013,3298354.375,388204.6905
6/30/2013,1259368.368,397483.5
07-01-2013,3447066.136,350888.288
07-02-2013,3523000.564,354797.1
07-03-2013,3466577.652,364651.2
07-04-2013,7595580.482,340825.8
07-05-2013,3952252.568,302512.9255
07-06-2013,4894711.293,328076.0206
07-07-2013,2220238.982,332859.864
07-08-2013,5452234.268,363432.84
07-09-2013,2111352.45,386219.2246
07-10-2013,1867056.473,338011.246
07-11-2013,6439647.311,421195.95
07-12-2013,9287658.695,406554.6
7/13/2013,3785155.406,364781
7/14/2013,1661401.506,389043.5
7/15/2013,3291606.72,422816.4377
7/16/2013,1786082.597,401039.34
7/17/2013,1550144.179,417156.26
7/18/2013,5153881.698,391160.8433
7/19/2013,2080220.959,397743.2716
7/20/2013,1310049.798,431456.74
7/21/2013,931799.7724,435894.891
7/22/2013,693136.3709,414973.548
7/23/2013,2348345.512,348767.776
7/24/2013,1106993.524,363439.0512
7/25/2013,2223482.501,332755.8
7/26/2013,1117117.722,431077.322
7/27/2013,1441169.908,395575.1546
7/28/2013,3179627.376,439956.0444
7/29/2013,3138902.231,422355.6436
7/30/2013,1518599.561,475057.7068
7/31/2013,5807821.226,526876.861
08-01-2013,1611370.637,485108.64
08-02-2013,2975372.92,505450.5
08-03-2013,847828.0858,467411.445
08-04-2013,542437,450833.4591
08-05-2013,1724175.694,513592.8
08-06-2013,1133582.422,509301.2117
08-07-2013,931663.6252,467808
08-08-2013,2045846.968,519588.1
08-09-2013,1338741.043,536563.5
08-10-2013,510114.1874,513500.5721
08-11-2013,575449.69,559024.6038
08-12-2013,820406.7421,603616.14
8/13/2013,2483614.525,518146.0984
8/14/2013,2073928.986,389416.79
8/15/2013,1071052.506,416608.92
8/16/2013,808676.2738,428025.95
8/17/2013,524028.045,462826.56
8/18/2013,494040.7063,492030.38
8/19/2013,1879331.073,457988.09
8/20/2013,1250208.592,477976.3
8/21/2013,2178352.138,568944
8/22/2013,1576756.034,581359.37
8/23/2013,1310236.092,581466.8
8/24/2013,483357.3669,508919.62
8/25/2013,927782.8786,407004.5
8/26/2013,974240.8892,458603.6
8/27/2013,2393060.757,511329.52
8/28/2013,1313735.339,526846.5
8/29/2013,1231358.908,596683.12
8/30/2013,1673618.204,610597.47
8/31/2013,2420599.192,717779.25
09-01-2013,1836451.87,729321.5
09-02-2013,1084020.806,775828.63
09-03-2013,1577335.621,607244.75
09-04-2013,999690.9939,554360.76
09-05-2013,3558189.523,511611.59
09-06-2013,1671586.683,585630.52
09-07-2013,2058154.912,492855.3
09-08-2013,630089.5453,444056.97
09-09-2013,2081076.571,590659.3
09-10-2013,1957413.761,577218.42
09-11-2013,1793640.21,626456.8
09-12-2013,2101228.44,671022.8
9/13/2013,1305675.036,676858.04
9/14/2013,1014870.331,673938.72
9/15/2013,842965.7545,576990.54
9/16/2013,965474.8087,536089.08
9/17/2013,972721.507,575933.4
9/18/2013,1290734.813,518843.94
9/19/2013,1706707.809,618762.6
9/20/2013,1354933.853,602542.8
9/21/2013,636144.7299,580573.5
9/22/2013,384291.6057,635632.06
9/23/2013,915463.099,684114.22
9/24/2013,827226.364,619815.04
9/25/2013,1274036.499,668088.4
9/26/2013,958266.7898,532926.55
9/27/2013,1434695.692,562939.2
9/28/2013,1090006.249,544203
9/29/2013,658253.6271,540453.9
9/30/2013,1537778.504,519050.8
10-01-2013,1034453.542,627414.96
10-02-2013,3104396.213,455489.2
10-03-2013,6188639.166,612818
10-04-2013,2011481.35,546926
10-05-2013,489851.7821,644124.51
10-06-2013,459914.1653,616633.6
10-07-2013,781361.6481,476725.2
10-08-2013,1596909.125,484957.44
10-09-2013,2490305.309,579968
10-10-2013,2005791.735,620012.72
10-11-2013,992198.8937,564818.52
10-12-2013,876363.1469,632166.21
10/13/2013,1081240.491,746783.44
10/14/2013,3557089.219,878457.06
10/15/2013,1768501.459,869693.04
10/16/2013,4398511.619,781625.13
10/17/2013,2913283.143,646991.62
10/18/2013,3425207.879,658078.3
10/19/2013,6187881.469,909425.5
10/20/2013,1268467.971,899308.17
10/21/2013,4684998.815,896151.27
10/22/2013,8169910.699,1201693.48
10/23/2013,4871058.714,1061934.45
10/24/2013,10689265.33,1032543.72
10/25/2013,5866632.754,1044809.26
10/26/2013,2772752.643,903581.88
10/27/2013,1077352.425,844909.14
10/28/2013,2704981.014,886657.5
10/29/2013,2939387.244,798457.59
10/30/2013,4753775.279,1004339.82
10/31/2013,3547390.002,1059460.55
11-01-2013,1585174.846,972503.4
11-02-2013,1425709.179,1112209.2
11-03-2013,1484220.307,1018529.4
11-04-2013,5415906.619,1140581.7
11-05-2013,8262453.13,1059769.11
11-06-2013,13307470.1,1076302.64
11-07-2013,13309556.21,1159633.44
11-08-2013,14089013.93,1117647.48
11-09-2013,14477171.76,1308087.36
11-10-2013,20053910.84,1262461.32
11-11-2013,11509222.61,1675519.06
11-12-2013,6827828.832,1679492.75
11/13/2013,13932937.4,1850107.36
11/14/2013,13310930.63,1769292
11/15/2013,10680850.94,1752786.32
11/16/2013,13206368.47,2130799.95
11/17/2013,9467000.461,2240920
11/18/2013,26396846.17,2405535
11/19/2013,51468001.29,2187880.93
11/20/2013,29401413.76,2439500
11/21/2013,27820861.93,2589383.7
11/22/2013,20545165.63,3175653
11/23/2013,17943616.95,3411457.29
11/24/2013,16913925.94,3596751.72
11/25/2013,10870023.15,3678466
11/26/2013,27112782.87,3484367.6
11/27/2013,28005244.21,4015058
11/28/2013,41250395.88,4623238
11/29/2013,25685288.72,5040135
11/30/2013,17773842.43,4504479.12
12-01-2013,26557474.57,4745240
12-02-2013,62569704.16,4062353.38
12-03-2013,16889510.1,5057260
12-04-2013,14221497.14,5117346
12-05-2013,56082558.28,4417748.64
12-06-2013,28473416.61,4731942
12-07-2013,71950734.3,3505537.8
12-08-2013,19251155.34,3258515.93
12-09-2013,26254647.33,4256577
12-10-2013,18923485.84,4726127.12
12-11-2013,30884927.59,3515555.4
12-12-2013,13702449.45,3521703
12/13/2013,13658135.91,3639336
12/14/2013,7165449.734,4334741.1
12/15/2013,9690220.096,3783686.37
12/16/2013,18628897.86,3430851
12/17/2013,49864735.08,3468829.05
12/18/2013,72050489.24,3035210.88
12/19/2013,42939133.93,3535995
12/20/2013,20692457.08,3343560
12/21/2013,21561556.74,2504512.5
12/22/2013,11309057.7,2650557
12/23/2013,7094014.169,2550641.4
12/24/2013,10227927.18,2693937.74
12/25/2013,3671203.115,2837597.84
12/26/2013,14586203.71,3294608.12
12/27/2013,17031136,3139657.88
12/28/2013,8684724.903,2884318.71
12/29/2013,5709053.231,2688325.19
12/30/2013,6175352.432,3594982.4
12/31/2013,5888482.563,3096516
01-01-2014,6136683.508,3741222.1
01-02-2014,5773483.62,2775832.62
01-03-2014,15945573.44,3296592.69
01-04-2014,10067025.95,3052674.56
01-05-2014,17461277.58,4043648
01-06-2014,26853239.57,4160971.34
01-07-2014,19755518.76,4068012.2
01-08-2014,32434576.77,4076107.31
01-09-2014,13678077.9,3671204.29
01-10-2014,15341573.78,4188602.52
01-11-2014,16675962.36,4626025.95
01-12-2014,11171979.19,4051611
1/13/2014,13419687.13,4109431.21
1/14/2014,10036413.35,3169736.5
1/15/2014,10885454.74,3640023.8
1/16/2014,6073510.138,4165301.7
1/17/2014,11288488.38,3044327
1/18/2014,8248056.825,3275853.11
1/19/2014,6486746.497,3841796
1/20/2014,5465133.505,3815931.36
1/21/2014,6338548.322,3550168.96
1/22/2014,6932278.286,3872557.15
1/23/2014,6127909.383,3630947.32
1/24/2014,11907988.68,3879215.6
1/25/2014,6997182.459,3132922
1/26/2014,8807290.497,3316174.47
1/27/2014,11258300.04,3136749
1/28/2014,23185647.73,3331232.6
1/29/2014,6658715.053,3184666.8
1/30/2014,10211352.29,3207871.81
1/31/2014,6958858.428,3702735
02-01-2014,5947538.117,4028542.63
02-02-2014,3673585.279,3654462.63
02-03-2014,4536817.259,3956695.6
02-04-2014,5454760.454,3428753.9
02-05-2014,4349131.191,3430400
02-06-2014,15753523.04,3259042
02-07-2014,49852548.5,3075109.2
02-08-2014,8449899.911,3101609
02-09-2014,12373413.32,2688060
02-10-2014,45281410.39,2552270
02-11-2014,17486897.83,2804620
02-12-2014,23622517.17,2794771.9
2/13/2014,10326596.29,2861830.86
2/14/2014,51070232.99,3220703.2
2/15/2014,14306450.62,2939858.46
2/16/2014,12215850.55,3015246
2/17/2014,18743382.26,2672004
2/18/2014,10145711.07,2631807.23
2/19/2014,4100506.092,2987376.84
2/20/2014,17953764.66,2499200.3
2/21/2014,21045093.31,2385798.24
2/22/2014,10942027,2483565.76
2/23/2014,11013569.07,2858697.97
2/24/2014,25554791.21,2486835
2/25/2014,28633896.97,2253504
2/26/2014,29824414.56,2657039.82
2/27/2014,14560568,2670130.71
2/28/2014,9573434.947,2725128.55
03-01-2014,12629466.55,2122551
03-02-2014,2667620.875,2091711.68
03-03-2014,33646872.65,2375406
03-04-2014,27726273.46,2366891.73
03-05-2014,10069481.67,2685329.15
03-06-2014,6644491.219,2670129.28
03-07-2014,11533475.21,2602004.4
03-08-2014,7378972.862,2671683
03-09-2014,6357701.644,2623414.88
03-10-2014,6763274.884,2574416.61
03-11-2014,5391617.991,2625523.5
03-12-2014,9309698.025,2707735.7
3/13/2014,4786086.216,2724023.79
3/14/2014,5350789.635,2220643.83
3/15/2014,2522435.236,2790767.94
3/16/2014,2073449.098,2514362.4
3/17/2014,4399818.749,2788660.8
3/18/2014,4533543.76,2279145
3/19/2014,4424994.834,2364889.67
3/20/2014,6173088.604,2470920
3/21/2014,12134002.55,2633154.6
3/22/2014,7773411.463,2458598
3/23/2014,3768574.276,2914481.07
3/24/2014,5621252.846,2852564
3/25/2014,7230990.789,2197695.78
3/26/2014,6384680.233,2322300.5
3/27/2014,17947985.13,2178597.6
3/28/2014,21660004.82,2307261
3/29/2014,6383424.665,2141742.96
3/30/2014,11680078.82,1677089.7
3/31/2014,9899400.515,1924427
04-01-2014,11933723.04,2151561.37
04-02-2014,13183696.26,2063910
04-03-2014,13651170.15,2326614.03
04-04-2014,7827738.076,2246998.38
04-05-2014,2413207.411,2027406.08
04-06-2014,2858575.746,1635965.53
04-07-2014,3185471.989,1640071.62
04-08-2014,2590340.951,1777684.05
04-09-2014,3635252.102,1611997.8
04-10-2014,14696324.82,1762796
04-11-2014,23034954.2,1600254.61
04-12-2014,5630343.872,1703744.82
4/13/2014,3924022.199,2018520
4/14/2014,14248632.22,2068130.96
4/15/2014,14255961.11,2396149.81
4/16/2014,17293604.99,1913010
4/17/2014,10999219.58,2160675
4/18/2014,5910268.099,1877681.76
4/19/2014,4766233.25,2043591.2
4/20/2014,3517855.742,2130809.4
4/21/2014,4077741.383,2202474
4/22/2014,3319630.72,1906720.45
4/23/2014,3387938.336,2138759.7
4/24/2014,2950180.155,1813512.4
4/25/2014,14864619.05,1888943.1
4/26/2014,5488431.255,2068904.8
4/27/2014,3004849.99,1842258.6
4/28/2014,7435225.807,1860414
4/29/2014,5867459.591,1773787.4
4/30/2014,6613111.097,1644238
05-01-2014,4875835.144,1937562.12
05-02-2014,3482262.38,1906840.11
05-03-2014,3330775.195,1568979.5
05-04-2014,2183121.321,1661523.89
05-05-2014,3702307.565,1342102.71
05-06-2014,3589800.169,2007489.45
05-07-2014,4859661.748,1825905.2
05-08-2014,3672052.534,1727589.5
05-09-2014,3479164.128,1882663.3
05-10-2014,1987268.042,2006482.7
05-11-2014,4017454.872,1809165
05-12-2014,2146397.567,1738185.5
5/13/2014,2631621.402,1871243.85
5/14/2014,2580421.62,1683457.38
5/15/2014,2812034.169,1868696.38
5/16/2014,1673318.644,2050664.62
5/17/2014,1210724.563,2058582.72
5/18/2014,1040708.526,1725066.12
5/19/2014,1830522.701,1979872.7
5/20/2014,11431636.36,2176239.87
5/21/2014,5867533.835,2208604.81
5/22/2014,8273162.576,2193318.08
5/23/2014,9905039.895,2089836.14
5/24/2014,4227327.361,2196642.24
5/25/2014,11020114.34,2175800
5/26/2014,6905630.691,2473824
5/27/2014,11110797.86,1883513.19
5/28/2014,5211005.778,2548876.54
5/29/2014,5341070.016,1867016
5/30/2014,10417485.63,2489105.61
5/31/2014,8690735.142,2363294.05
06-01-2014,9828012.858,3027285.3
06-02-2014,13128228.49,2832232.65
06-03-2014,15062190.49,3176090.7
06-04-2014,11331619.53,2957055.42
06-05-2014,7171685.024,2395764.64
06-06-2014,3423735.09,2433488.25
06-07-2014,5282829.018,2508586.2
06-08-2014,1650470.76,2450216
06-09-2014,3773083.543,2219671.3
06-10-2014,4358768.816,2883561.93
06-11-2014,4917376.856,2342363.4
06-12-2014,5290172.339,2398279
6/13/2014,20999116.47,2451384
6/14/2014,8696987.115,2459869.28
6/15/2014,3812291.511,2611322.91
6/16/2014,8714228.155,3026170
6/17/2014,3078078.833,2666116.65
6/18/2014,5370642.476,2576805.2
6/19/2014,1828068.316,2288559.84
6/20/2014,4531653.298,2750677.88
6/21/2014,2181393.924,2797746.66
6/22/2014,2470475.727,2881450.72
6/23/2014,2906661.944,2341748.5
6/24/2014,2312887.338,2904863.94
6/25/2014,5713137.182,2642787
6/26/2014,3089629.111,2438734
6/27/2014,4008598.564,2759324.45
6/28/2014,3682753.66,2796722.72
